Scenario: Background traffic spawning from the junction
Showing vehicle: 'solo' (pass a second argument to choose a different one)
    t |   vehicle | speed(mph) | lane |     radar |    camera |     lidar | belief_dist | obstacle? |    source |            reacting_to | collision | roundabout
  0.0 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  0.1 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  0.2 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  0.3 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  0.4 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  0.5 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  0.6 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  0.7 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  0.8 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  0.9 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  1.0 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  1.1 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  1.2 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  1.3 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  1.4 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  1.5 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  1.6 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  1.7 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  1.8 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  1.9 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  2.0 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  2.1 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  2.2 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  2.3 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  2.4 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  2.5 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  2.6 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  2.7 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  2.8 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  2.9 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  3.0 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  3.1 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  3.2 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  3.3 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  3.4 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  3.5 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  3.6 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  3.7 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  3.8 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  3.9 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  4.0 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  4.1 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  4.2 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  4.3 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  4.4 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  4.5 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  4.6 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  4.7 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  4.8 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  4.9 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  5.0 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  5.1 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  5.2 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  5.3 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  5.4 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  5.5 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  5.6 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  5.7 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  5.8 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  5.9 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  6.0 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  6.1 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  6.2 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  6.3 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  6.4 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  6.5 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  6.6 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  6.7 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  6.8 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  6.9 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  7.0 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  7.1 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  7.2 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  7.3 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  7.4 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  7.5 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  7.6 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  7.7 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
  7.8 |      solo |      30.00 |    0 |         - |         - |         - |           - |     False |      none |                      - |           | 
